calls_up,calls_down,starts_up,starts_down,availability,alarms,ave_callTime
1,1,1,3,100,0,7.374
1,0,2,2,100,0,7.561
2,1,4,4,100,0,6.555666667
0,2,2,1,100,0,4.156
0,1,1,2,100,0,5.591
0,1,1,2,100,0,6.451
0,0,0,0,100,0,0
0,0,0,0,99.83333333,0,0
1,0,2,2,100,0,5.237
2,0,2,2,100,0,4.2535
1,3,6,5,100,0,5.305
1,2,4,4,100,0,6.938
0,0,0,0,100,0,0
0,1,1,1,100,0,1.875
1,0,1,1,100,0,5.968
0,0,0,0,100,0,0
3,1,5,4,99.83333333,0,6.83275
0,1,1,2,100,0,6.477
2,2,7,5,100,0,7.819
0,0,0,0,100,0,0
0,1,1,2,99.83333333,0,5.362
2,0,3,2,100,0,8.5405
3,2,6,6,100,0,6.0116
6,1,7,8,100,0,7.012
11,3,17,19,100,0,6.326
12,4,17,15,100,0,8.736875
21,6,32,43,100,0,9.209
8,5,13,14,100,0,4.643846154
2,4,7,6,100,0,4.757833333
8,4,19,14,100,0,6.262083333
3,4,8,10,100,0,5.198
17,11,30,31,100,0,5.625178571
20,5,33,32,100,0,7.9464
37,7,51,54,100,0,7.740477273
46,21,81,83,100,0,11.66070149
52,27,110,77,100,0,12.28470886
54,36,126,83,100,0,13.69603333
48,33,106,89,100,0,11.37046914
46,36,102,97,100,0,13.76842683
57,47,113,93,100,0,11.24585577
40,29,90,80,100,0,10.37468116
48,41,105,85,100,0,10.86658427
53,42,101,88,100,0,10.30562105
51,65,93,108,100,0,12.59090517
51,50,115,105,100,0,11.99571287
48,35,91,87,100,0,12.82446988
47,54,106,95,100,0,11.91774257
38,64,105,102,100,0,13.77623529
37,67,97,102,100,0,13.03104808
37,71,92,115,100,0,14.22947222
37,61,95,109,100,0,15.41561224
49,71,107,105,100,1,17.648775
40,64,109,104,100,0,19.03940385
49,62,117,108,100,0,20.92328829
45,49,106,98,100,0,12.83676596
46,45,122,89,100,0,12.09034066
57,37,122,96,100,0,13.93502128
50,54,119,101,100,0,15.81542308
49,60,107,106,100,0,13.49409174
54,72,113,123,100,0,20.07828571
48,66,111,111,100,0,18.68165789
51,47,100,99,100,0,12.53211224
40,49,98,94,100,0,9.646550562
39,59,91,96,100,0,12.21093878
35,50,89,91,99.5,1,12.98490588
44,49,89,99,100,0,10.89439785
45,55,107,91,100,0,13.32286
36,46,85,95,100,0,9.845841463
40,57,98,100,100,0,14.10856701
44,57,99,98,100,0,11.81440594
41,53,100,100,100,0,13.02720213
35,55,83,96,100,0,9.3274
36,79,96,113,100,0,14.76282609
31,79,89,115,100,1,18.05753636
30,60,98,100,100,0,13.8287
28,67,73,93,100,0,9.360831579
20,52,74,81,100,0,11.78423611
16,29,57,56,100,0,7.035955556
13,46,60,62,100,0,10.42157627
13,30,52,48,100,0,8.481488372
14,27,48,45,100,0,7.991731707
4,20,27,24,100,0,7.910375
8,13,29,25,100,0,5.389761905
5,14,26,25,99.83333333,0,6.725263158
3,8,13,18,100,0,7.603181818
6,9,15,19,100,0,3.8386
5,13,21,18,100,0,5.517222222
1,4,7,6,100,0,4.1854
3,2,5,7,100,0,5.8582
2,7,8,15,100,0,6.248444444
0,0,1,0,100,0,0
2,2,7,4,100,0,7.1875
1,2,3,6,100,0,6.962333333
0,0,0,0,100,0,0
0,1,1,2,100,0,6.768
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,1,1,100,0,2.312
0,2,1,3,99.83333333,0,5.813
0,0,0,0,100,0,0
1,0,1,1,100,0,2.685
0,0,0,0,100,0,0
1,0,1,0,100,0,3.717
3,0,3,3,100,0,7.507333333
0,0,0,0,100,0,0
2,2,4,4,100,0,3.161
0,0,0,0,100,0,0
0,2,3,3,100,0,5.6235
0,0,0,0,99.83333333,0,0
0,0,0,0,100,0,0
0,1,2,1,100,0,6.243
0,0,0,0,99.83333333,0,0
1,0,1,1,100,0,2.694
3,3,7,7,100,0,6.55
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,1,3,3,100,0,6.836333333
6,0,8,10,100,0,8.004666667
8,0,12,13,99.16666667,1,6.808875
9,5,14,23,83.16666667,7,7.915642857
9,4,19,25,83.33333333,10,7.509692308
4,5,17,27,85.83333333,8,3.370555556
14,6,23,30,83.33333333,11,7.5816
10,9,28,31,86.33333333,12,6.263105263
17,9,32,37,90,9,8.147148148
30,20,57,59,100,0,9.85182
40,22,87,75,100,0,10.67895238
50,22,101,75,98.16666667,4,12.50813889
55,23,142,74,100,0,12.08571795
57,68,120,107,100,0,25.867112
47,63,138,110,100,0,27.72718182
42,43,127,95,100,0,14.69614118
50,55,121,101,100,0,15.18724762
51,70,117,107,100,0,17.32364463
57,53,126,99,100,0,14.70737273
52,60,106,96,98,0,15.72792857
63,61,119,105,100,0,14.0816129
51,63,116,101,100,0,15.20814035
60,52,123,98,100,0,15.51533036
6,15,12,17,29,0,10.96114286
0,0,0,0,0,0,0
0,0,0,0,0,0,0
12,15,22,22,17.83333333,0,12.02140741
51,83,116,116,100,0,21.62925373
52,83,117,117,100,0,26.15847407
42,102,106,127,100,0,32.48530556
41,67,102,114,100,0,16.28302778
58,61,125,104,100,0,16.65438655
58,50,110,91,100,0,13.3535463
53,66,121,100,100,0,20.30236975
52,87,123,116,100,0,22.96609353
56,60,124,101,100,0,23.23443966
56,58,130,97,100,0,18.22449123
44,93,112,125,98.5,1,24.8060365
51,74,106,112,100,0,19.9586
61,70,109,115,100,0,18.09399237
47,55,121,94,100,0,13.42660784
43,71,93,116,100,0,14.55485088
55,56,109,104,100,0,14.40383784
43,61,112,114,100,0,14.51103846
45,53,100,88,100,0,10.62487755
38,71,105,101,100,0,12.06888991
48,60,113,104,100,0,14.35839815
54,69,105,119,100,0,12.9390813
42,54,106,93,100,0,12.91821875
33,62,90,101,99.83333333,1,11.14677895
37,76,98,115,100,1,15.86887611
47,66,99,103,100,0,13.03473451
24,72,84,104,100,0,14.20851042
28,62,93,90,100,0,10.73334444
19,48,74,79,100,0,10.06956716
26,42,65,66,100,0,9.664897059
18,48,67,74,100,0,10.55345455
11,33,50,49,100,0,8.016295455
7,32,41,44,100,0,8.87325641
5,23,30,39,100,0,8.284071429
8,21,35,34,100,0,7.118896552
7,15,22,23,100,0,4.738454545
8,15,26,29,100,0,6.16173913
8,9,25,34,100,1,97.78729412
1,3,13,20,100,0,8.5335
2,3,9,8,100,0,7.8414
5,10,16,15,100,0,4.276733333
2,3,5,10,100,0,5.2762
1,5,7,9,100,0,4.366166667
2,3,6,9,100,0,6.5402
2,4,5,8,100,0,4.377666667
2,2,4,5,100,0,6.67775
2,4,9,8,100,0,7.643166667
0,0,0,0,100,0,0
1,0,1,2,100,0,9.581
1,1,3,2,100,0,5.478
2,1,4,5,100,0,8.468333333
1,2,5,5,99.83333333,0,6.171333333
2,1,3,4,100,0,6.776333333
0,0,0,0,100,0,0
0,2,3,2,99.83333333,0,4.455
1,0,1,2,100,0,8.302
1,0,1,2,100,0,10.404
0,0,0,0,99.83333333,0,0
1,0,1,1,100,0,9.312
1,2,4,4,100,0,4.993
0,1,1,2,100,0,6.609
2,0,3,3,100,0,7.354
0,1,1,1,100,0,2.541
0,3,4,5,100,0,5.637
1,0,2,1,100,0,8.732
2,1,2,3,100,0,4.196666667
0,1,1,2,100,0,6.674
0,0,0,0,100,0,0
0,1,0,1,100,0,6.155
0,0,1,1,100,0,0
1,0,2,1,100,0,8.269
7,0,7,9,100,0,7.345571429
11,2,16,21,100,0,9.316230769
5,2,9,15,94.33333333,6,7.307285714
7,1,13,16,83.33333333,11,8.058875
11,8,22,33,86.16666667,13,5.238263158
17,8,37,38,84.66666667,19,7.64036
9,8,13,16,100,0,4.903764706
24,12,47,48,100,0,9.1645
25,21,61,51,100,0,8.560478261
33,26,63,65,100,0,8.545949153
42,15,75,66,100,0,10.1004386
49,16,91,66,100,0,10.84856923
50,52,128,92,100,0,26.91885294
45,60,130,100,100,0,25.11709524
52,58,146,95,100,0,26.18699091
45,49,120,85,100,0,18.40021277
59,64,120,109,100,0,22.49650407
54,54,121,97,100,0,16.63486111
35,63,103,106,100,0,11.44490816
49,58,120,95,100,0,15.54520561
53,66,108,118,100,0,16.64510084
57,66,121,107,100,0,19.32243902
52,52,122,92,99.83333333,1,13.55171154
48,49,111,98,100,0,10.38052577
52,66,114,110,100,0,17.39020339
49,76,128,107,100,0,16.741288
47,86,110,124,100,0,22.56201504
47,75,114,111,100,0,15.19730328
43,90,120,109,100,0,26.75997744
43,76,108,114,100,0,20.2339916
49,78,102,116,100,0,12.98792913
50,63,97,105,100,2,15.2109292
51,61,120,102,100,0,16.11424107
53,49,124,99,100,0,18.9899902
54,52,128,96,100,0,15.98953774
69,64,116,102,100,0,17.88206015
45,82,124,109,100,0,31.27433071
48,73,125,116,100,0,26.07304959
54,72,110,118,100,0,17.64977778
51,65,109,104,100,0,14.49411207
42,80,106,115,100,0,15.24932787
61,69,113,112,100,0,14.42467692
52,63,109,102,100,0,16.29543478
50,79,107,122,99.33333333,2,18.96413953
44,56,111,90,100,0,12.75953
38,62,93,107,100,0,12.3441
41,57,117,100,100,0,16.30686735
49,67,115,108,99.83333333,1,12.40387931
36,61,94,87,99.66666667,0,11.53283505
29,63,86,95,100,0,12.3453913
29,75,96,106,100,0,17.15034615
20,61,78,98,100,0,14.43496296
19,62,79,85,100,0,12.69739506
22,45,69,80,100,0,12.15692537
12,38,50,57,100,0,7.71152
10,30,45,41,100,0,9.93645
7,21,35,35,100,0,7.425464286
5,19,30,30,100,0,7.414458333
6,21,33,30,100,0,9.968148148
1,20,29,32,99.66666667,1,8.754285714
7,8,16,18,100,0,5.783
7,12,26,24,100,0,5.379789474
4,11,20,18,100,0,5.9068
5,11,16,17,100,0,7.1343125
0,2,2,4,100,0,3.556
2,2,4,5,100,0,4.56425
2,2,5,4,100,0,5.82225
2,4,10,8,100,0,7.321
3,1,5,2,100,0,6.88475
3,3,6,6,100,0,7.187666667
1,2,3,5,99.83333333,0,5.172333333
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,2,4,4,100,0,5.02875
1,2,4,4,100,0,4.380333333
1,2,5,4,100,0,6.815
0,1,1,2,100,0,7.091
0,0,0,0,100,0,0
2,1,3,4,100,0,5.246
2,1,4,3,100,0,6.581666667
1,1,2,3,100,0,8.003
0,1,1,2,100,0,6.851
0,1,1,1,100,0,3.333
1,1,2,2,100,0,5.7285
0,1,1,1,100,0,2.494
0,0,0,0,100,0,0
0,1,1,1,100,0,2.515
2,3,6,6,100,0,5.9496
1,2,4,5,100,0,7.287333333
0,0,0,0,100,0,0
1,0,1,1,100,0,8.647
0,0,1,0,100,0,0
1,1,3,3,100,0,8.3975
1,1,3,3,100,0,7.2585
1,0,2,1,100,0,8.329
1,1,2,3,100,0,8.035
8,1,8,10,100,0,6.407
9,1,12,18,100,0,7.9514
1,4,8,7,100,0,4.2402
11,3,15,15,100,0,5.336285714
11,8,25,45,100,0,6.832736842
11,3,17,19,91,8,7.717142857
10,7,21,35,83.33333333,14,7.258352941
17,11,33,37,96.5,3,8.013214286
14,12,28,28,100,1,5.059846154
33,7,50,42,100,0,8.075525
39,21,73,80,100,0,10.1126
46,16,95,66,100,0,11.78295161
50,38,116,86,100,0,13.84894318
49,48,147,98,100,0,24.79058763
51,54,135,95,100,0,16.62424762
45,61,109,105,100,0,14.89130189
54,66,121,100,100,0,16.61118333
60,70,124,114,100,0,19.65175385
58,48,124,95,100,0,15.61666981
49,54,109,100,100,1,15.25273786
52,69,130,103,100,0,17.81869421
46,58,111,101,100,0,16.05955769
50,61,102,96,100,0,11.55064865
46,65,113,104,100,1,12.47427928
49,69,117,110,100,0,18.61505932
55,69,110,109,100,0,16.25051613
40,81,105,115,100,0,17.44356198
33,82,94,114,100,0,16.39769565
36,64,80,100,100,0,10.32698
50,61,103,99,100,0,15.71562162
43,65,105,105,99.83333333,1,13.53965741
42,49,101,88,100,0,13.63289011
55,50,105,96,100,0,13.66628571
49,56,123,100,100,0,16.53241905
50,37,101,91,100,0,12.13933333
48,40,108,98,100,0,11.56784091
53,54,103,91,100,0,10.30952336
41,70,94,105,100,0,10.98922523
40,59,98,101,100,0,12.17106061
34,51,92,91,100,0,11.23603529
39,53,96,97,100,0,11.2953913
40,60,99,96,100,0,13.48285
49,53,94,98,100,0,8.867833333
41,54,97,89,100,0,8.742473684
41,40,74,84,100,0,9.034296296
37,54,88,96,100,0,12.14848352
31,52,88,86,100,0,10.25316867
31,40,73,69,98.33333333,1,8.177211268
21,53,69,85,83.33333333,0,17.72498649
28,34,62,70,83.33333333,0,12.24524194
25,48,67,82,83.33333333,0,11.45741096
23,50,71,71,83.33333333,0,14.02486301
18,37,43,59,83.33333333,0,9.0148
8,20,35,36,83.33333333,0,9.602464286
10,30,44,49,83.33333333,0,10.857075
5,17,31,32,83.33333333,0,9.092272727
9,17,31,32,83.33333333,0,6.664153846
3,18,31,29,83.33333333,0,7.60147619
7,14,28,28,83.33333333,2,7.111714286
3,23,33,29,83.33333333,0,11.70023077
4,8,19,19,83.33333333,0,6.995666667
2,6,14,11,83.33333333,0,6.5705
2,2,7,6,83.33333333,0,6.616
3,11,12,18,83.33333333,0,5.446285714
0,4,6,6,83.16666667,1,9.23425
2,7,10,10,83.33333333,0,5.767666667
0,2,1,3,83.33333333,0,5.687
1,2,5,4,83.33333333,0,5.922333333
1,3,5,6,83.33333333,1,5.565
1,4,4,7,83.33333333,0,9.174
0,0,1,0,83.16666667,0,0
1,0,2,1,83.33333333,0,8.47
0,0,0,0,83.33333333,0,0
1,1,2,3,83.33333333,0,6.747
1,2,3,4,83.33333333,0,4.637666667
1,1,1,3,83.33333333,0,7.285
0,2,3,4,83.33333333,0,6.485
4,0,5,5,83.33333333,0,6.82075
0,0,0,0,83.33333333,0,0
0,1,1,1,83.33333333,0,2.341
1,1,3,2,83.33333333,0,5.311
3,3,7,8,83.33333333,0,6.538166667
1,4,7,8,83.33333333,0,7.1788
0,0,0,0,83.33333333,0,0
0,0,0,0,83.33333333,0,0
1,0,1,2,83.33333333,0,8.58
1,1,4,2,83.16666667,0,7.6605
1,0,2,1,83.33333333,0,9.182
0,1,1,2,83.33333333,0,5.55
1,1,2,2,83.33333333,0,7.7935
1,0,2,1,83.33333333,0,8.85
1,0,2,1,83.33333333,0,7.836
2,1,4,5,83.33333333,0,7.388666667
3,2,6,7,83.33333333,0,5.939
0,1,2,1,83.33333333,0,6.471
1,1,2,2,83.33333333,0,4.662
5,1,8,10,83.33333333,0,9.8975
10,2,16,17,83.33333333,0,9.741083333
5,7,13,17,83.33333333,1,32.54125
11,4,20,15,83.33333333,0,9.057533333
10,14,38,49,83.33333333,0,8.868958333
5,5,10,14,83.33333333,0,6.7083
8,1,10,12,94.16666667,1,5.727111111
13,10,22,27,100,0,5.338347826
13,13,30,36,100,0,6.789307692
15,12,31,36,100,0,6.209851852
19,11,35,35,100,0,5.672066667
32,11,46,58,100,0,7.929023256
39,22,79,68,100,0,8.397754098
48,30,104,91,100,0,12.38601282
47,29,106,70,100,0,9.981973684
50,19,90,73,100,0,11.93869565
47,39,93,88,100,0,11.38959302
42,37,97,81,100,0,10.06734177
38,42,101,86,100,0,11.1137625
35,39,86,76,100,0,9.476540541
37,41,85,91,100,0,9.284064103
46,55,103,107,100,0,12.37369307
35,44,95,99,100,0,11.72411392
47,45,95,89,99.83333333,1,10.94473913
33,53,79,85,100,0,11.44161628
26,55,88,97,100,0,12.44458025
33,57,89,90,100,0,11.98996667
42,48,88,97,100,0,9.179955556
34,52,90,82,100,0,10.08534884
32,47,100,86,100,1,13.50816456
33,49,71,79,100,0,9.223353659
31,38,74,81,100,0,10.39452174
37,29,63,74,100,1,7.270409091
19,29,58,55,100,0,8.033770833
22,25,52,47,100,0,7.746638298
34,25,66,67,100,0,8.587237288
22,21,47,50,100,0,6.953372093
20,37,59,60,100,0,7.342807018
22,32,59,53,100,0,6.900185185
13,38,58,58,100,0,8.722058824
12,25,52,49,100,0,8.043081081
15,22,37,42,100,0,7.993810811
14,19,36,42,100,0,8.016272727
9,31,47,47,100,0,7.5926
11,20,37,31,100,0,5.811774194
6,8,16,16,100,0,6.384428571
9,15,23,28,100,0,6.234916667
1,15,20,20,100,0,4.8878125
9,11,30,26,100,0,6.02275
5,25,44,40,100,0,8.563133333
4,12,20,19,100,0,7.0429375
3,5,9,13,100,0,5.648375
4,11,17,18,100,0,5.880933333
2,11,14,18,100,0,5.986153846
2,11,21,16,100,0,5.814230769
0,3,5,3,100,0,5.994666667
2,2,5,5,100,0,5.793
1,3,6,6,100,0,6.4385
4,3,10,12,100,0,6.422857143
0,3,5,3,100,0,6.007333333
4,8,18,12,100,0,7.155666667
1,1,3,3,100,0,6.6695
1,5,10,7,100,0,7.9605
1,1,4,1,100,0,2.2835
0,1,0,1,100,0,2.635
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,3,1,3,100,0,4.773
0,0,3,4,100,0,0
2,0,2,2,100,0,5.307
0,0,0,0,100,0,0
0,3,1,2,100,0,2.254333333
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,0,100,0,2.254
0,1,0,1,100,0,3.054
0,1,1,1,100,0,3.347
0,0,0,0,100,0,0
1,0,1,0,100,0,2.051
1,0,1,2,100,0,7.132
2,1,5,4,100,0,7.617666667
1,1,2,3,100,0,7.4115
0,1,1,2,100,0,5.267
0,1,1,2,100,0,6.599
4,2,5,7,100,0,7.304
0,1,1,1,100,0,2.479
0,0,0,0,100,0,0
0,1,1,2,100,0,6.409
0,0,0,0,100,0,0
1,1,1,1,100,0,2.176
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,0,1,100,0,1.839
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,2,1,100,0,3.841
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,2,100,0,5.818
0,1,1,2,100,0,6.609
1,0,2,1,100,0,8.27
1,1,3,3,100,0,8.245
0,0,0,0,100,0,0
1,1,3,2,100,0,6.069
0,0,0,0,100,0,0
1,1,2,4,100,0,8.0675
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,3,4,5,100,0,4.705
0,0,0,0,100,0,0
0,1,1,1,100,0,1.659
1,0,1,1,100,0,8.272
1,0,4,5,57.83333333,0,9.32
0,0,4,4,97.16666667,0,0
7,2,17,12,100,0,7.164111111
2,5,9,9,100,0,5.515571429
2,2,4,6,100,0,5.3195
2,6,10,10,100,0,4.978
2,1,3,6,100,0,7.832
1,3,5,6,100,0,5.7465
3,1,4,7,100,0,6.23825
0,3,3,3,100,0,5.421
1,1,4,2,99.83333333,0,8.872
0,0,0,0,100,0,0
1,0,1,2,100,0,8.345
2,2,5,7,100,0,7.868
2,1,3,6,100,0,7.150666667
2,1,3,5,100,0,6.427
1,0,2,1,100,0,8.649
1,2,4,3,100,0,6.198333333
3,1,4,5,100,0,7.19475
0,1,1,2,100,0,6.019
0,0,0,0,100,0,0
1,0,1,1,100,0,3.297
0,1,2,1,100,0,9.964
1,2,4,4,99.83333333,0,5.073666667
1,1,1,2,100,0,2.2715
1,1,3,2,100,0,5.8735
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,2,4,100,0,6.7525
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,1,100,0,9.135
1,2,3,4,100,0,6.328333333
0,0,0,0,100,0,0
0,1,1,1,100,0,1.883
1,0,2,1,99.83333333,0,7.631
1,0,2,1,100,0,8.258
2,1,2,3,100,0,5.328333333
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,2,1,100,0,6.737
0,0,0,0,100,0,0
2,0,3,2,100,0,9.233
0,1,1,2,100,0,6.452
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,3,3,100,0,7.4
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,3,3,99.83333333,0,6.745
0,1,1,2,100,0,5.328
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,2,1,100,0,4.9555
0,0,0,0,99.83333333,0,0
0,0,0,0,100,0,0
2,0,4,4,100,0,7.65
0,1,1,2,100,0,5.195
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,7,5,100,0,4.9665
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,99.83333333,0,0
1,0,2,1,100,0,7.883
0,0,0,0,100,0,0
3,1,5,6,100,0,6.3575
0,0,0,0,100,0,0
1,2,4,5,100,0,6.615666667
0,0,0,0,100,0,0
0,1,2,1,100,0,5.346
2,1,5,4,100,0,7.443666667
1,0,2,1,100,0,8.08
1,1,3,3,100,0,7.1305
0,0,0,0,100,0,0
0,1,1,1,100,0,1.634
2,0,1,2,100,0,4.3585
1,2,4,4,100,0,6.639666667
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,1,100,0,2.455
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,2,1,100,0,9.43
0,2,3,3,100,0,3.357
0,0,0,0,100,0,0
2,2,5,5,100,0,4.745
0,0,0,0,100,0,0
0,1,0,1,99.83333333,0,2.672
0,0,1,0,100,0,0
0,0,0,0,100,0,0
1,0,1,2,100,0,9.212
1,3,4,6,100,0,6.43375
1,0,1,1,100,0,2.69
0,0,0,0,100,0,0
0,1,3,2,100,0,7.465
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,2,100,0,9.28
1,0,0,1,100,0,7.467
0,0,1,1,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,1,2,100,0,8.317
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,99.83333333,0,0
0,0,0,0,100,0,0
1,0,1,2,100,0,9.115
1,0,1,2,100,0,8.522
0,1,1,2,100,0,6.91
0,0,0,0,100,0,0
1,0,1,2,100,0,7.914
0,1,2,1,100,0,5.567
2,1,4,5,100,0,10.86533333
0,2,3,3,100,0,6.9865
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,1,100,0,8.463
0,0,0,0,99.83333333,0,0
0,1,2,1,100,0,8.798
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,1,1,100,0,3.003
1,0,1,2,100,0,7.798
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,3,3,100,0,6.964
0,0,0,0,100,0,0
3,2,6,6,100,0,7.3798
0,0,0,0,100,0,0
1,1,3,3,100,0,7.856
0,1,2,1,100,0,4.996
1,0,1,2,100,0,8.291
1,1,3,3,99.83333333,0,6.9225
0,0,0,0,100,0,0
0,1,1,1,100,0,6.45
1,0,2,1,100,0,8.908
0,1,1,2,100,0,6.597
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,3,3,100,0,8.7885
2,0,2,4,100,0,9.4245
2,2,5,5,100,0,6.10475
0,1,1,2,100,0,6.779
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,1,100,0,8.331
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,2,3,3,100,0,5.6615
0,0,0,0,100,0,0
2,2,4,5,100,0,6.57975
1,1,2,2,99.83333333,0,1.548
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,1,100,0,8.872
5,1,9,10,100,0,8.0935
7,3,14,15,100,0,6.4695
0,2,3,3,100,0,2.5815
7,0,8,9,100,0,8.035142857
7,6,19,28,100,0,2.508153846
7,2,14,11,100,0,4.489
3,5,10,10,99.83333333,0,5.217875
7,6,15,13,100,0,5.554230769
5,3,10,9,100,0,4.898
14,13,29,32,100,0,6.304259259
16,9,33,35,100,0,6.24424
24,8,38,37,100,0,6.45946875
36,21,63,60,100,0,7.957561404
39,17,73,67,100,0,10.49376786
37,11,63,52,100,0,8.1585625
33,23,70,69,100,0,8.523035714
36,21,76,68,100,0,9.647508772
30,23,61,68,100,0,8.934150943
29,27,70,62,100,0,8.77475
33,25,66,73,100,0,8.240189655
34,27,57,67,100,0,9.263590164
31,22,60,55,100,0,8.123830189
34,27,62,65,100,0,8.499540984
36,25,62,67,99.83333333,1,9.025754098
26,31,64,61,100,0,8.22177193
18,32,61,61,100,0,8.51528
21,39,60,64,100,0,8.633933333
27,37,75,69,100,0,9.66775
33,46,71,76,100,0,8.59764557
22,39,69,64,100,0,9.281983607
29,32,71,63,100,0,7.83457377
29,32,73,68,100,0,8.248147541
28,30,55,66,100,0,7.465706897
31,23,63,69,100,0,9.07212963
33,29,73,70,100,0,8.560322581
31,27,60,69,100,0,8.33487931
26,29,57,57,100,0,6.915781818
22,19,63,48,100,0,6.731170732
18,27,45,68,100,0,8.075377778
18,35,62,56,100,0,6.475566038
29,43,81,83,100,0,9.194666667
17,34,59,61,100,0,8.154803922
21,30,61,59,100,0,8.748098039
16,29,49,62,100,0,6.785377778
19,29,57,50,100,0,7.3048125
11,30,45,49,100,0,7.950585366
10,32,51,48,100,0,10.497
10,25,37,46,100,0,6.889742857
13,30,48,47,100,0,7.746255814
9,20,34,32,100,0,8.339758621
2,21,32,29,100,0,9.386347826
6,18,25,26,100,0,7.4955
6,18,33,32,100,0,6.488541667
7,13,25,21,100,0,5.70005
9,20,27,33,100,0,5.876172414
3,11,21,20,100,0,7.306285714
2,5,11,9,100,0,6.113714286
4,10,14,11,100,0,5.924285714
4,11,21,16,100,0,5.787133333
1,1,2,2,100,0,3.345
2,5,7,10,100,0,6.916428571
0,1,3,3,100,0,4.765
3,4,9,5,100,0,4.225142857
3,7,12,12,100,0,4.3386
0,1,2,1,100,0,2.696
1,2,3,3,100,0,3.717333333
1,2,3,1,99.83333333,0,4.562666667
1,3,6,7,100,0,5.7755
0,3,6,3,100,0,6.774333333
0,0,0,0,100,0,0
0,1,1,2,100,0,6.184
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,1,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,1,100,0,8.854
1,1,1,3,100,0,4.441
0,2,3,3,100,0,5.7295
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,2,100,0,8.162
1,1,3,3,100,0,6.812
0,0,0,0,99.83333333,0,0
1,0,1,1,100,0,1.85
0,2,3,3,100,0,4.323
0,1,2,1,100,0,5.191
0,0,0,0,100,0,0
1,0,2,1,100,0,7.66
3,1,3,3,100,0,7.05725
1,2,3,4,100,0,4.122333333
0,0,0,0,100,0,0
2,1,4,5,100,0,8.726333333
0,1,2,1,100,0,6.562
0,0,0,0,100,0,0
1,1,4,2,100,0,7.564
2,1,3,6,100,0,8.01
13,3,18,22,100,0,6.8811875
8,2,12,14,100,0,7.3499
7,3,15,11,100,0,6.5531
9,3,12,18,100,0,4.597916667
2,10,12,25,100,0,2.871416667
2,3,8,7,100,0,5.4618
10,3,15,13,100,0,4.481461538
5,4,10,11,100,0,4.794333333
9,5,13,16,100,0,5.337571429
15,17,36,45,100,0,6.87553125
18,11,31,37,100,0,6.384827586
33,15,53,48,100,0,8.495520833
37,19,76,66,100,0,9.455232143
37,15,69,64,100,0,9.310211538
34,15,57,60,100,0,9.550489796
33,17,67,56,100,0,7.9627
42,17,70,72,100,0,8.769474576
26,27,63,64,100,0,7.357490566
28,28,64,72,100,0,9.324625
46,29,82,73,100,0,9.583506667
